Line,CPT-4 Code,CPT-4 Procedure
Nuclear Medicine,78162,exam
Nuclear Medicine,78170,No Longer Valid - 06 Red cell iron utilization No Longer Valid - 06 Total body iron
Nuclear Medicine,78172,estimation
Nuclear Medicine,78185,Spleen imaging
Nuclear Medicine,78190,"Platelet survival, kinetics"
Nuclear Medicine,78191,Platelet survival
Nuclear Medicine,78192,No Longer Valid
Nuclear Medicine,78193,No Longer Valid
Nuclear Medicine,78195,Lymph system imaging
Nuclear Medicine,78199,Blood/lymph nuclear exam
Nuclear Medicine,78201,Liver imaging
Nuclear Medicine,78202,Liver imaging with flow
Nuclear Medicine,78205,Liver imaging (3D)
Nuclear Medicine,78206,Liver image (3d) with flow
Nuclear Medicine,78215,Liver and spleen imaging
Nuclear Medicine,78216,Liver & spleen image/flow
Nuclear Medicine,78220,Liver function study
Nuclear Medicine,78223,Hepatobiliary imaging
Nuclear Medicine,78230,Salivary gland imaging
Nuclear Medicine,78231,Serial salivary imaging
Nuclear Medicine,78232,Salivary gland function exam
Nuclear Medicine,78258,Esophageal motility study
Nuclear Medicine,78261,Gastric mucosa imaging
Nuclear Medicine,78262,Gastroesophageal reflux exam
Nuclear Medicine,78264,Gastric emptying study
Radiology,78267,Breath tst attain/anal c-14
Radiology,78268,"Breath test analysis, c-14"
Nuclear Medicine,78270,Vit B-12 absorption exam
Nuclear Medicine,78271,"Vit b-12 absrp exam, int fac"
Nuclear Medicine,78272,"Vit B-12 absorp, combined"
Nuclear Medicine,78276,No Longer Valid
Nuclear Medicine,78278,Acute GI blood loss imaging
Nuclear Medicine,78280,No Longer Valid
Nuclear Medicine,78282,GI protein loss exam
Nuclear Medicine,78290,Meckel's divert exam
Nuclear Medicine,78291,Leveen/shunt patency exam
Nuclear Medicine,78299,GI nuclear procedure
Nuclear Medicine,78300,"Bone imaging, limited area"
Nuclear Medicine,78305,"Bone imaging, multiple areas"
Nuclear Medicine,78306,"Bone imaging, whole body"
Nuclear Medicine,78310,No Longer Valid
Nuclear Medicine,78315,"Bone imaging, 3 phase"
Nuclear Medicine,78320,Bone imaging (3D)
Nuclear Medicine,78350,"Bone mineral, single photon"
Nuclear Medicine,78351,"Bone mineral, dual photon"
Nuclear Medicine,78399,Musculoskeletal nuclear exam
Nuclear Medicine,78414,Non-imaging heart function
Nuclear Medicine,78428,Cardiac shunt imaging
Nuclear Medicine,78445,Vascular flow imaging
Nuclear Medicine,78455,No Longer Valid - 06 Venous thrombosis study
Radiology,78456,Acute venous thrombus image
Nuclear Medicine,78457,Venous thrombosis imaging
Nuclear Medicine,78458,"Ven thrombosis images, bilat"
Nuclear Medicine,78459,Heart muscle imaging (PET)
Nuclear Medicine,78460,"Heart muscle blood, single"
Nuclear Medicine,78461,"Heart muscle blood, multiple"
Nuclear Medicine,78464,"Heart image (3d), single"
Nuclear Medicine,78465,"Heart image (3d), multiple"
Nuclear Medicine,78466,Heart infarct image
Nuclear Medicine,78468,Heart infarct image (ef)
Nuclear Medicine,78469,Heart infarct image (3D)
Nuclear Medicine,78472,"Gated heart, planar, single"
Nuclear Medicine,78473,"Gated heart, multiple"
Nuclear Medicine,78478,Heart wall motion add-on
Nuclear Medicine,78480,Heart function add-on
Nuclear Medicine,78481,"Heart first pass, single"
Nuclear Medicine,78483,"Heart first pass, multiple"
Nuclear Medicine,78491,"Heart image (pet), single"
Nuclear Medicine,78492,"Heart image (pet), multiple"
Nuclear Medicine,78494,"Heart image, spect"
Nuclear Medicine,78496,Heart first pass add-on
Nuclear Medicine,78499,Cardiovascular nuclear exam
Nuclear Medicine,78580,Lung perfusion imaging
Nuclear Medicine,78581,No Longer Valid
Nuclear Medicine,78582,No Longer Valid
Nuclear Medicine,78584,Lung V/Q image single breath
Nuclear Medicine,78585,Lung V/Q imaging
Nuclear Medicine,78586,"Aerosol lung image, single"
Nuclear Medicine,78587,"Aerosol lung image, multiple"
Nuclear Medicine,78588,Perfusion lung image
Nuclear Medicine,78591,"Vent image, 1 breath, 1 proj"
Nuclear Medicine,78593,"Vent image, 1 proj, gas"
Nuclear Medicine,78594,"Vent image, mult proj, gas"
Nuclear Medicine,78596,Lung differential function
Nuclear Medicine,78599,Respiratory nuclear exam
Nuclear Medicine,78600,Brain image < 4 views
Nuclear Medicine,78601,Brain image w/flow < 4 views
Nuclear Medicine,78605,Brain image 4+ views
Nuclear Medicine,78606,Brain image w/flow 4 + views
Nuclear Medicine,78607,Brain imaging (3D)
Nuclear Medicine,78608,Brain imaging (PET)
Nuclear Medicine,78609,Brain imaging (PET)
Nuclear Medicine,78610,Brain flow imaging only No Longer Valid - 08 Cerebral vascular flow
Nuclear Medicine,78615,image
Nuclear Medicine,78630,Cerebrospinal fluid scan
Nuclear Medicine,78635,CSF ventriculography
Nuclear Medicine,78645,CSF shunt evaluation
Nuclear Medicine,78647,Cerebrospinal fluid scan
Nuclear Medicine,78650,CSF leakage imaging
Nuclear Medicine,78652,No Longer Valid
Nuclear Medicine,78655,No Longer Valid
Nuclear Medicine,78660,Nuclear exam of tear flow
Nuclear Medicine,78699,Nervous system nuclear exam
Nuclear Medicine,78700,"Kidney Imaging, Morphol"
Nuclear Medicine,78701,Kidney imaging with flow
Nuclear Medicine,78704,No Longer Valid - 07 Imaging renogram
Nuclear Medicine,78707,K flow/funct image w/o drug
Nuclear Medicine,78708,K flow/funct image w/drug
Nuclear Medicine,78709,"K flow/funct image, multiple"
Nuclear Medicine,78710,Kidney imaging (3D)
Nuclear Medicine,78715,No Longer Valid - 07 Renal vascular flow exam
Nuclear Medicine,78725,Kidney function study
Nuclear Medicine,78726,No Longer Valid
Nuclear Medicine,78727,No Longer Valid
Nuclear Medicine,78730,Urinary bladder retention
Nuclear Medicine,78740,Ureteral reflux study
Nuclear Medicine,78760,No Longer Valid - 07 Testicular imaging
Nuclear Medicine,78761,Testicular imaging w/flow
Nuclear Medicine,78799,Genitourinary nuclear exam
Nuclear Medicine,78800,"Tumor imaging, limited area"
Nuclear Medicine,78801,"Tumor imaging, mult areas"
Nuclear Medicine,78802,"Tumor imaging, whole body"
Nuclear Medicine,78803,Tumor imaging (3D)
Nuclear Medicine,78804,"Tumor imaging, whole body"
Nuclear Medicine,78805,"Abscess imaging, ltd area"
Nuclear Medicine,78806,"Abscess imaging, whole body"
Nuclear Medicine,78807,Nuclear localization/abscess
Nuclear Medicine,78808,Iv inj ra drug dx study
Nuclear Medicine,78810,No Longer Valid No Longer Valid - 09 Nuclear medicine data
Radiology,78811,"Pet Image, Ltd Area"
Radiology,78812,"Pet Image, Skull-Thigh"
Radiology,78813,"Pet Image, Full Body"
Radiology,78814,"Pet Image W/CT, Lmtd"
Radiology,78815,"Pet Image W/CT, Skull-Thigh"
Radiology,78816,"Pet Image W/CT, Full Body"
Nuclear Medicine,78890,proc
Nuclear Medicine,78891,No Longer Valid - 09 Nuclear med data proc
Nuclear Medicine,78990,No Longer Valid
Nuclear Medicine,78999,Nuclear diagnostic exam
Nuclear Medicine,79000,No Longer Valid
Nuclear Medicine,79001,No Longer Valid
Radiation Oncology,79005,"Nuclear rx, oral admin"
Nuclear Medicine,79020,No Longer Valid
Nuclear Medicine,79030,No Longer Valid
Nuclear Medicine,79035,No Longer Valid
Nuclear Medicine,79100,No Longer Valid
Radiation Oncology,79101,"Nuclear rx, iv admin"
Nuclear Medicine,79200,"Nuclear Rx, Intracav Admin"
Nuclear Medicine,79300,"Nuclr Rx, Interstit Colloid"
Nuclear Medicine,79400,No Longer Valid
Nuclear Medicine,79403,Hematopoietic nuclear tx
Nuclear Medicine,79420,No Longer Valid
Nuclear Medicine,79440,"Nuclear Rx, Intra-Articular"
Radiation Oncology,79445,"Nuclear rx, intra-arterial"
Nuclear Medicine,79900,No Longer Valid
Nuclear Medicine,79999,Nuclear medicine therapy
Pathology and Laboratory,80002,No Longer Valid
Pathology and Laboratory,80003,No Longer Valid
Pathology and Laboratory,80004,No Longer Valid
Pathology and Laboratory,80005,No Longer Valid
Pathology and Laboratory,80006,No Longer Valid
Pathology and Laboratory,80007,No Longer Valid
Pathology and Laboratory,80008,No Longer Valid
Pathology and Laboratory,80009,No Longer Valid
Pathology and Laboratory,80010,No Longer Valid
Pathology and Laboratory,80011,No Longer Valid
Pathology and Laboratory,80012,No Longer Valid
Pathology and Laboratory,80016,No Longer Valid
Pathology and Laboratory,80018,No Longer Valid
Pathology and Laboratory,80019,No Longer Valid
Pathology and Laboratory,80031,No Longer Valid
Pathology and Laboratory,80040,No Longer Valid
Pathology and Laboratory,80042,No Longer Valid
Pathology and Laboratory,80047,Metabolic Panel Ionized Ca
Pathology and Laboratory,80048,Metabolic Panel Total Ca
Pathology and Laboratory,80049,No Longer Valid
Pathology and Laboratory,80050,General health panel
Pathology and Laboratory,80051,Electrolyte panel
Pathology and Laboratory,80052,No Longer Valid
Pathology and Laboratory,80053,Comprehen metabolic panel
Pathology and Laboratory,80054,No Longer Valid
Pathology and Laboratory,80055,Obstetric panel
Pathology and Laboratory,80056,No Longer Valid
Pathology and Laboratory,80057,No Longer Valid
Pathology and Laboratory,80058,No Longer Valid
Pathology and Laboratory,80059,No Longer Valid
Pathology and Laboratory,80060,No Longer Valid
Pathology and Laboratory,80061,Lipid panel
Pathology and Laboratory,80062,No Longer Valid
Pathology and Laboratory,80063,No Longer Valid
Pathology and Laboratory,80064,No Longer Valid
Pathology and Laboratory,80065,No Longer Valid
Pathology and Laboratory,80066,No Longer Valid
Pathology and Laboratory,80067,No Longer Valid
Pathology and Laboratory,80068,No Longer Valid
Pathology and Laboratory,80069,Renal function panel
Pathology and Laboratory,80070,No Longer Valid
Pathology and Laboratory,80071,No Longer Valid
Pathology and Laboratory,80072,No Longer Valid
Pathology and Laboratory,80073,No Longer Valid
Pathology and Laboratory,80074,Acute hepatitis panel
Pathology and Laboratory,80075,No Longer Valid
Pathology and Laboratory,80076,Hepatic function panel
Pathology and Laboratory,80080,No Longer Valid
Pathology and Laboratory,80082,No Longer Valid
Pathology and Laboratory,80084,No Longer Valid
Pathology and Laboratory,80085,No Longer Valid
Pathology and Laboratory,80086,No Longer Valid
Pathology and Laboratory,80088,No Longer Valid
Pathology and Laboratory,80089,No Longer Valid
Pathology and Laboratory,80090,No Longer Valid
Pathology and Laboratory,80091,No Longer Valid
Pathology and Laboratory,80092,No Longer Valid
Pathology and Laboratory,80099,No Longer Valid
Pathology and Laboratory,80100,"Drug screen, qualitate/multi"
Pathology and Laboratory,80101,"Drug screen, single"
Pathology and Laboratory,80102,Drug confirmation
Pathology and Laboratory,80103,"Drug analysis, tissue prep"
Pathology and Laboratory,80150,Assay of amikacin
Pathology and Laboratory,80152,Assay of amitriptyline
Pathology and Laboratory,80154,Assay of benzodiazepines
Pathology and Laboratory,80156,"Assay, carbamazepine, total"
Pathology and Laboratory,80157,"Assay, carbamazepine, free"
Pathology and Laboratory,80158,Assay of cyclosporine
Pathology and Laboratory,80160,Assay of desipramine
Pathology and Laboratory,80162,Assay of digoxin
Pathology and Laboratory,80164,"Assay, dipropylacetic acid"
Pathology and Laboratory,80166,Assay of doxepin
Pathology and Laboratory,80168,Assay of ethosuximide
Pathology and Laboratory,80170,Assay of gentamicin
Pathology and Laboratory,80172,Assay of gold
Pathology and Laboratory,80173,Assay of haloperidol
Pathology and Laboratory,80174,Assay of imipramine
Pathology and Laboratory,80176,Assay of lidocaine
Pathology and Laboratory,80178,Assay of lithium
Pathology and Laboratory,80182,Assay of nortriptyline
Pathology and Laboratory,80184,Assay of phenobarbital
Pathology and Laboratory,80185,"Assay of phenytoin, total"
Pathology and Laboratory,80186,"Assay of phenytoin, free"
Pathology and Laboratory,80188,Assay of primidone
Pathology and Laboratory,80190,Assay of procainamide
Pathology and Laboratory,80192,Assay of procainamide
Pathology and Laboratory,80194,Assay of quinidine
Pathology and Laboratory,80195,Assay of sirolimus
Pathology and Laboratory,80196,Assay of salicylate
Pathology and Laboratory,80197,Assay of tacrolimus
Pathology and Laboratory,80198,Assay of theophylline
Pathology and Laboratory,80200,Assay of tobramycin
Pathology and Laboratory,80201,Assay of topiramate
Pathology and Laboratory,80202,Assay of vancomycin
Pathology and Laboratory,80299,"Quantitative assay, drug"
Pathology and Laboratory,80400,Acth stimulation panel
Pathology and Laboratory,80402,Acth stimulation panel
Pathology and Laboratory,80406,Acth stimulation panel
Pathology and Laboratory,80408,Aldosterone suppression eval
Pathology and Laboratory,80410,Calcitonin stimul panel
Pathology and Laboratory,80412,CRH stimulation panel
Pathology and Laboratory,80414,Testosterone response
Pathology and Laboratory,80415,Estradiol response panel
Pathology and Laboratory,80416,Renin stimulation panel
Pathology and Laboratory,80417,Renin stimulation panel
Pathology and Laboratory,80418,Pituitary evaluation panel
Pathology and Laboratory,80420,Dexamethasone panel
Pathology and Laboratory,80422,Glucagon tolerance panel
Pathology and Laboratory,80424,Glucagon tolerance panel
Pathology and Laboratory,80426,Gonadotropin hormone panel
Pathology and Laboratory,80428,Growth hormone panel
Pathology and Laboratory,80430,Growth hormone panel
Pathology and Laboratory,80432,Insulin suppression panel
Pathology and Laboratory,80434,Insulin tolerance panel
Pathology and Laboratory,80435,Insulin tolerance panel
Pathology and Laboratory,80436,Metyrapone panel
Pathology and Laboratory,80438,TRH stimulation panel
Pathology and Laboratory,80439,TRH stimulation panel
Pathology and Laboratory,80440,TRH stimulation panel
Pathology and Laboratory,80500,Lab pathology consultation
Pathology and Laboratory,80502,Lab pathology consultation
Pathology and Laboratory,81000,"Urinalysis, nonauto w/scope"
Pathology and Laboratory,81001,"Urinalysis, auto w/scope"
Pathology and Laboratory,81002,Urinalysis nonauto w/o scope
Pathology and Laboratory,81003,"Urinalysis, auto, w/o scope"
Pathology and Laboratory,81005,Urinalysis
Pathology and Laboratory,81007,Urine screen for bacteria
Pathology and Laboratory,81015,Microscopic exam of urine
Pathology and Laboratory,81020,"Urinalysis, glass test"
Pathology and Laboratory,81025,Urine pregnancy test
Pathology and Laboratory,81050,"Urinalysis, volume measure"
Pathology and Laboratory,81099,Urinalysis test procedure
Pathology and Laboratory,82000,Assay of blood acetaldehyde
Pathology and Laboratory,82003,Assay of acetaminophen
Pathology and Laboratory,82005,No Longer Valid
Pathology and Laboratory,82009,Test for acetone/ketones
Pathology and Laboratory,82010,Acetone assay
Pathology and Laboratory,82011,No Longer Valid
Pathology and Laboratory,82012,No Longer Valid
Pathology and Laboratory,82013,Acetylcholinesterase assay
Pathology and Laboratory,82015,No Longer Valid
Pathology and Laboratory,82016,"Acylcarnitines, qual"
Pathology and Laboratory,82017,"Acylcarnitines, quant"
Pathology and Laboratory,82024,Assay of acth
Pathology and Laboratory,82030,Assay of adp & amp
Pathology and Laboratory,82035,No Longer Valid
Pathology and Laboratory,82040,Assay of serum albumin
Pathology and Laboratory,82042,Assay of urine albumin
Pathology and Laboratory,82043,"Microalbumin, quantitative"
Pathology and Laboratory,82044,"Microalbumin, semiquant"
Pathology and Laboratory,82045,"Albumin, ischemia modified"
Pathology and Laboratory,82055,Assay of ethanol
Pathology and Laboratory,82060,No Longer Valid
Pathology and Laboratory,82065,No Longer Valid
Pathology and Laboratory,82070,No Longer Valid
Pathology and Laboratory,82072,No Longer Valid
Pathology and Laboratory,82075,Assay of breath ethanol
Pathology and Laboratory,82076,No Longer Valid
Pathology and Laboratory,82078,No Longer Valid
Pathology and Laboratory,82085,Assay of aldolase
Pathology and Laboratory,82086,No Longer Valid
Pathology and Laboratory,82087,No Longer Valid
Pathology and Laboratory,82088,Assay of aldosterone
Pathology and Laboratory,82089,No Longer Valid
Pathology and Laboratory,82091,No Longer Valid
Pathology and Laboratory,82095,No Longer Valid
Pathology and Laboratory,82096,No Longer Valid
Pathology and Laboratory,82100,No Longer Valid
Pathology and Laboratory,82101,Assay of urine alkaloids
Pathology and Laboratory,82103,"Alpha-1-antitrypsin, total"
Pathology and Laboratory,82104,"Alpha-1-antitrypsin, pheno"
Pathology and Laboratory,82105,"Alpha-fetoprotein, serum"
Pathology and Laboratory,82106,"Alpha-fetoprotein, amniotic"
Pathology and Laboratory,82107,Alpha-Fetoprotein L3
Pathology and Laboratory,82108,Assay of aluminum
Pathology and Laboratory,82112,No Longer Valid
Pathology and Laboratory,82120,"Amines, vaginal fluid qual"
Pathology and Laboratory,82126,No Longer Valid
Pathology and Laboratory,82127,"Amino acid, single qual"
Pathology and Laboratory,82128,"Amino acids, mult qual"
Pathology and Laboratory,82130,No Longer Valid
Pathology and Laboratory,82131,"Amino acids, single quant"
Pathology and Laboratory,82134,No Longer Valid
Pathology and Laboratory,82135,"Assay, aminolevulinic acid"
Pathology and Laboratory,82136,"Amino acids, quant, 2-5"
Pathology and Laboratory,82137,No Longer Valid
Pathology and Laboratory,82138,No Longer Valid
Pathology and Laboratory,82139,"Amino acids, quan, 6 or more"
Pathology and Laboratory,82140,Assay of ammonia
Pathology and Laboratory,82141,No Longer Valid
Pathology and Laboratory,82142,No Longer Valid
Pathology and Laboratory,82143,Amniotic fluid scan
Pathology and Laboratory,82145,Assay of amphetamines
Pathology and Laboratory,82150,Assay of amylase
Pathology and Laboratory,82154,Androstanediol glucuronide
Pathology and Laboratory,82156,No Longer Valid
Pathology and Laboratory,82157,Assay of androstenedione
Pathology and Laboratory,82159,No Longer Valid
Pathology and Laboratory,82160,Assay of androsterone
Pathology and Laboratory,82163,Assay of angiotensin II
Pathology and Laboratory,82164,Angiotensin I enzyme test
Pathology and Laboratory,82165,No Longer Valid
Pathology and Laboratory,82168,No Longer Valid
Pathology and Laboratory,82170,No Longer Valid
Pathology and Laboratory,82172,Assay of apolipoprotein
Pathology and Laboratory,82173,No Longer Valid
Pathology and Laboratory,82175,Assay of arsenic
